Insc. Red,logr_numpredial
003.215.01.0250,"ARNALDO EMILIO DALCOQUIO, 460"
003.215.01.0170,"ARNALDO EMILIO DALCOQUIO, 540"
003.214.03.0890,"ARNALDO EMILIO DALCOQUIO, 431"
003.213.01.0130,"ARNALDO EMILIO DALCOQUIO, 185"
003.215.01.0340,"ARNALDO EMILIO DALCOQUIO, 370"
003.214.03.0980,"ARNALDO EMILIO DALCOQUIO, 341"
003.213.01.0110,"ARNALDO EMILIO DALCOQUIO, 205"
003.215.01.0090,"ARNALDO EMILIO DALCOQUIO, 620"
003.215.01.0550,"ARNALDO EMILIO DALCOQUIO, 160"
003.213.01.0180,"ARNALDO EMILIO DALCOQUIO, 135"
003.214.03.0820,"ARNALDO EMILIO DALCOQUIO, 501"
003.215.01.0570,"ARNALDO EMILIO DALCOQUIO, 140"
003.215.01.0330,"ARNALDO EMILIO DALCOQUIO, 380"
003.213.01.0160,"ARNALDO EMILIO DALCOQUIO, 155"
003.215.01.0650,"ARNALDO EMILIO DALCOQUIO, 60"
003.215.01.0600,"ARNALDO EMILIO DALCOQUIO, 110"
003.213.01.0150,"ARNALDO EMILIO DALCOQUIO, 165"
003.214.03.0840,"ARNALDO EMILIO DALCOQUIO, 481"
003.215.01.0630,"ARNALDO EMILIO DALCOQUIO, 80"
003.214.03.0950,"ARNALDO EMILIO DALCOQUIO, 371"
003.214.03.1000,"ARNALDO EMILIO DALCOQUIO, 327"
003.215.01.0450,"ARNALDO EMILIO DALCOQUIO, 260"
003.215.01.0360,"ARNALDO EMILIO DALCOQUIO, 350"
003.215.01.0460,"ARNALDO EMILIO DALCOQUIO, 250"
003.215.01.0560,"ARNALDO EMILIO DALCOQUIO, 150"
003.215.01.0240,"ARNALDO EMILIO DALCOQUIO, 470"
003.214.03.0930,"ARNALDO EMILIO DALCOQUIO, 391"
003.213.01.0060,"ARNALDO EMILIO DALCOQUIO, 255"
003.213.01.0020,"ARNALDO EMILIO DALCOQUIO, 295"
003.214.03.0960,"ARNALDO EMILIO DALCOQUIO, 361"
003.215.01.0320,"ARNALDO EMILIO DALCOQUIO, 390"
003.213.01.0040,"ARNALDO EMILIO DALCOQUIO, 275"
003.213.01.0080,"ARNALDO EMILIO DALCOQUIO, 235"
003.215.01.0510,"ARNALDO EMILIO DALCOQUIO, 200"
003.215.01.0280,"ARNALDO EMILIO DALCOQUIO, 430"
003.214.03.0990,"ARNALDO EMILIO DALCOQUIO, 331"
003.215.01.0530,"ARNALDO EMILIO DALCOQUIO, 180"
003.215.01.0580,"ARNALDO EMILIO DALCOQUIO, 130"
003.215.01.0430,"ARNALDO EMILIO DALCOQUIO, 280"
003.215.01.0390,"ARNALDO EMILIO DALCOQUIO, 320"
003.215.01.0400,"ARNALDO EMILIO DALCOQUIO, 310"
003.214.03.0830,"ARNALDO EMILIO DALCOQUIO, 491"
003.215.01.0220,"ARNALDO EMILIO DALCOQUIO, 490"
003.213.01.0010,"ARNALDO EMILIO DALCOQUIO, 309"
003.215.01.0670,"ARNALDO EMILIO DALCOQUIO, 40"
003.213.01.0270,"ARNALDO EMILIO DALCOQUIO, 45"
003.215.01.0110,"ARNALDO EMILIO DALCOQUIO, 600"
003.215.01.0050,"ARNALDO EMILIO DALCOQUIO, 660"
003.215.01.0070,"ARNALDO EMILIO DALCOQUIO, 640"
003.213.01.0280,"ARNALDO EMILIO DALCOQUIO, 35"
003.215.01.0610,"ARNALDO EMILIO DALCOQUIO, 100"
003.214.03.0970,"ARNALDO EMILIO DALCOQUIO, 351"
003.214.03.0850,"ARNALDO EMILIO DALCOQUIO, 471"
003.215.01.0590,"ARNALDO EMILIO DALCOQUIO, 120"
003.215.01.0290,"ARNALDO EMILIO DALCOQUIO, 420"
003.215.01.0660,"ARNALDO EMILIO DALCOQUIO, 50"
003.213.01.0140,"ARNALDO EMILIO DALCOQUIO, 175"
003.214.03.0810,"ARNALDO EMILIO DALCOQUIO, 515"
003.213.01.0090,"ARNALDO EMILIO DALCOQUIO, 225"
003.215.01.0030,"ARNALDO EMILIO DALCOQUIO, 680"
003.215.01.0370,"ARNALDO EMILIO DALCOQUIO, 340"
003.215.01.0060,"ARNALDO EMILIO DALCOQUIO, 650"
003.215.01.0500,"ARNALDO EMILIO DALCOQUIO, 210"
003.215.01.0300,"ARNALDO EMILIO DALCOQUIO, 410"
003.215.01.0420,"ARNALDO EMILIO DALCOQUIO, 290"
003.214.03.0940,"ARNALDO EMILIO DALCOQUIO, 381"
003.215.01.0120,"ARNALDO EMILIO DALCOQUIO, 590"
003.213.01.0260,"ARNALDO EMILIO DALCOQUIO, 55"
003.213.01.0240,"ARNALDO EMILIO DALCOQUIO, 75"
003.215.01.0260,"ARNALDO EMILIO DALCOQUIO, 450"
003.215.01.0230,"ARNALDO EMILIO DALCOQUIO, 480"
003.215.01.0150,"ARNALDO EMILIO DALCOQUIO, 560"
003.215.01.0440,"ARNALDO EMILIO DALCOQUIO, 270"
003.215.01.0200,"ARNALDO EMILIO DALCOQUIO, 510"
003.215.01.0380,"ARNALDO EMILIO DALCOQUIO, 330"
003.215.01.0040,"ARNALDO EMILIO DALCOQUIO, 670"
003.215.01.0180,"ARNALDO EMILIO DALCOQUIO, 530"
003.215.01.0100,"ARNALDO EMILIO DALCOQUIO, 610"
003.215.01.0410,"ARNALDO EMILIO DALCOQUIO, 300"
003.213.01.0230,"ARNALDO EMILIO DALCOQUIO, 85"
003.215.01.0470,"ARNALDO EMILIO DALCOQUIO, 240"
003.214.03.0920,"ARNALDO EMILIO DALCOQUIO, 401"
003.213.01.0030,"ARNALDO EMILIO DALCOQUIO, 285"
003.213.01.0100,"ARNALDO EMILIO DALCOQUIO, 215"
003.214.03.0880,"ARNALDO EMILIO DALCOQUIO, 441"
003.215.01.0140,"ARNALDO EMILIO DALCOQUIO, 570"
003.213.01.0050,"ARNALDO EMILIO DALCOQUIO, 265"
003.213.01.0200,"ARNALDO EMILIO DALCOQUIO, 115"
003.213.01.0190,"ARNALDO EMILIO DALCOQUIO, 125"
003.215.01.0130,"ARNALDO EMILIO DALCOQUIO, 580"
003.214.03.0900,"ARNALDO EMILIO DALCOQUIO, 421"
003.215.01.0080,"ARNALDO EMILIO DALCOQUIO, 630"
003.215.01.0190,"ARNALDO EMILIO DALCOQUIO, 520"
003.125.08.0590,"ATAIDE NIADA, 9"
003.125.08.0585,"ATAIDE NIADA, 17"
003.125.08.0600,"ATAIDE NIADA, 1"
003.125.08.0583,"ATAIDE NIADA, 433"
003.125.08.0595,"ATAIDE NIADA, 5"
003.125.08.0587,"ATAIDE NIADA, 13"
003.125.08.0610,"ATAIDE NIADA, 19"
003.157.03.0500,"B, 100"
003.157.03.0100,"B, 300"
003.157.03.0300,"B, 200"
003.157.03.0700,"B, 50"
003.082.01.0195,"BAHIA, 97"
003.081.01.0055,"BAHIA, 118"
003.082.01.0255,"BAHIA, 37"
003.081.01.0025,"BAHIA, 88"
003.081.01.0015,"BAHIA, 78"
003.082.01.0235,"BAHIA, 57"
003.082.01.0265,"BAHIA, 27"
003.081.01.0005,"BAHIA, 68"
003.081.01.0045,"BAHIA, 108"
003.082.01.0275,"BAHIA, 17"
003.082.01.0205,"BAHIA, 87"
003.082.01.0175,"BAHIA, 117"
003.082.01.0215,"BAHIA, 77"
003.082.01.0285,"BAHIA, 7"
003.082.01.0185,"BAHIA, 107"
003.081.01.0035,"BAHIA, 98"
003.065.01.0020,"BAHIA, 36"
003.082.01.0245,"BAHIA, 47"
003.108.03.0270,"BELEM - TRAVESSA, 15"
003.015.04.0145,"BOA VISTA, 27"
003.089.02.0195,"BRASILIA, 100"
003.073.03.0138,"BRASILIA, 311"
003.073.03.0078,"BRASILIA, 331"
003.071.03.0140,"BRASILIA, 205"
003.098.02.0030,"BRASILIA, 545"
003.209.03.0110,"CAMPO GRANDE, 135"
003.209.03.0120,"CAMPO GRANDE, 149"
003.184.03.0060,"CAMPO GRANDE, 50"
003.209.03.0130,"CAMPO GRANDE, 165"
003.209.03.0140,"CAMPO GRANDE, 177"
003.185.02.0100,"CAMPO GRANDE, 61"
003.185.02.0090,"CAMPO GRANDE, 49"
003.185.02.0070,"CAMPO GRANDE, 27"
003.185.02.0060,"CAMPO GRANDE, 17"
003.209.03.0100,"CAMPO GRANDE, 123"
003.185.02.0080,"CAMPO GRANDE, 37"
003.087.01.0025,"CEARA, 30"
003.087.01.0015,"CEARA, 20"
003.088.02.0100,"CEARA, 131"
003.088.02.0110,"CEARA, 121"
003.088.02.0118,"CEARA, 111"
003.087.01.0005,"CEARA, 10"
003.087.01.0095,"CEARA, 100"
003.087.01.0075,"CEARA, 80"
003.087.01.0085,"CEARA, 90"
003.088.02.0128,"CEARA, 101"
003.087.01.0045,"CEARA, 50"
003.088.02.0148,"CEARA, 81"
003.088.02.0138,"CEARA, 91"
003.087.01.0055,"CEARA, 60"
003.087.01.0035,"CEARA, 40"
003.087.01.0115,"CEARA, 120"
003.087.01.0105,"CEARA, 110"
003.087.01.0065,"CEARA, 70"
003.208.01.0120,"CUIABA, 135"
003.186.02.0130,"CUIABA, 37"
003.208.01.0110,"CUIABA, 123"
003.186.02.0160,"CUIABA, 7"
003.209.02.0030,"CUIABA, 152"
003.208.01.0160,"CUIABA, 189"
003.185.03.0050,"CUIABA, 18"
003.208.01.0150,"CUIABA, 177"
003.209.02.0010,"CUIABA, 178"
003.208.01.0130,"CUIABA, 149"
003.186.02.0110,"CUIABA, 61"
003.185.03.0020,"CUIABA, 50"
003.208.01.0140,"CUIABA, 161"
003.209.02.0040,"CUIABA, 136"
003.209.02.0050,"CUIABA, 124"
003.186.02.0120,"CUIABA, 49"
003.186.02.0150,"CUIABA, 17"
003.185.03.0040,"CUIABA, 28"
003.185.03.0030,"CUIABA, 38"
003.185.03.0010,"CUIABA, 62"
003.209.02.0020,"CUIABA, 166"
003.186.02.0140,"CUIABA, 27"
003.164.07.0240,"DIAMANTE, 25"
003.164.07.0230,"DIAMANTE, 26"
003.155.02.0640,"DR. REINALDO SCHMITHAUSEN, 3081"
003.125.03.1075,"DR. REINALDO SCHMITHAUSEN, 2055"
003.125.03.1125,"DR. REINALDO SCHMITHAUSEN, 1999"
003.020.01.0460,"DR. REINALDO SCHMITHAUSEN, 827"
003.155.02.0670,"DR. REINALDO SCHMITHAUSEN, 3011"
003.008.04.0805,"DR. REINALDO SCHMITHAUSEN, 575"
003.162.03.0508,"DR. REINALDO SCHMITHAUSEN, 3615"
003.121.04.1045,"DR. REINALDO SCHMITHAUSEN, 1925"
003.162.03.0350,"DR. REINALDO SCHMITHAUSEN, 3701"
003.002.02.0540,"DR. REINALDO SCHMITHAUSEN, 169"
003.169.04.1085,"DR. REINALDO SCHMITHAUSEN, 1383"
003.059.03.0205,"DR. REINALDO SCHMITHAUSEN, 1575"
003.058.04.0270,"DR. REINALDO SCHMITHAUSEN, 1429"
003.162.03.0320,"DR. REINALDO SCHMITHAUSEN, 3825"
003.162.03.0243,"DR. REINALDO SCHMITHAUSEN, 3875"
003.075.06.0365,"DR. REINALDO SCHMITHAUSEN, 1645"
003.020.01.0405,"DR. REINALDO SCHMITHAUSEN, 935"
003.075.06.0385,"DR. REINALDO SCHMITHAUSEN, 1627"
003.125.03.1105,"DR. REINALDO SCHMITHAUSEN, 2025"
003.152.02.0900,"DR. REINALDO SCHMITHAUSEN, 2573"
003.152.02.0875,"DR. REINALDO SCHMITHAUSEN, 2555"
003.020.01.0425,"DR. REINALDO SCHMITHAUSEN, 909"
003.005.04.0480,"DR. REINALDO SCHMITHAUSEN, 467"
003.168.02.0800,"DR. REINALDO SCHMITHAUSEN, 1327"
003.152.02.0800,"DR. REINALDO SCHMITHAUSEN, 2493"
003.020.01.0440,"DR. REINALDO SCHMITHAUSEN, 1650"
003.011.05.0600,"DR. REINALDO SCHMITHAUSEN, 687"
003.005.04.0450,"DR. REINALDO SCHMITHAUSEN, 495"
003.008.04.0835,"DR. REINALDO SCHMITHAUSEN, 567"
003.045.02.0540,"DR. REINALDO SCHMITHAUSEN, 1249"
003.020.01.0488,"DR. REINALDO SCHMITHAUSEN, 857"
003.169.04.1070,"DR. REINALDO SCHMITHAUSEN, 1395"
003.129.02.1055,"DR. REINALDO SCHMITHAUSEN, 2105"
003.134.04.0010,"DR. REINALDO SCHMITHAUSEN, 2183"
003.033.01.0245,"DR. REINALDO SCHMITHAUSEN, 955"
003.155.02.0625,"DR. REINALDO SCHMITHAUSEN, 3141"
003.155.02.0610,"DR. REINALDO SCHMITHAUSEN, 3153"
003.004.04.0500,"DR. REINALDO SCHMITHAUSEN, 407"
003.005.04.0550,"DR. REINALDO SCHMITHAUSEN, 495"
003.105.02.0305,"DR. REINALDO SCHMITHAUSEN, 1745"
003.121.04.1000,"DR. REINALDO SCHMITHAUSEN, 1975"
003.155.02.0350,"DR. REINALDO SCHMITHAUSEN, 3383"
003.059.03.0220,"DR. REINALDO SCHMITHAUSEN, 1565"
003.155.02.0620,"DR. REINALDO SCHMITHAUSEN, 3101"
003.058.04.0210,"DR. REINALDO SCHMITHAUSEN, 1453"
003.004.04.0650,"DR. REINALDO SCHMITHAUSEN, 325"
003.162.03.0600,"DR. REINALDO SCHMITHAUSEN, 3543"
003.149.01.1050,"DR. REINALDO SCHMITHAUSEN, 2389"
003.125.03.1085,"DR. REINALDO SCHMITHAUSEN, 2041"
003.129.02.1085,"DR. REINALDO SCHMITHAUSEN, 2085"
003.152.02.0850,"DR. REINALDO SCHMITHAUSEN, 2469"
003.045.02.0625,"DR. REINALDO SCHMITHAUSEN, 1127"
003.020.01.0415,"DR. REINALDO SCHMITHAUSEN, 923"
003.058.04.0245,"DR. REINALDO SCHMITHAUSEN, 1449"
003.155.02.0615,"DR. REINALDO SCHMITHAUSEN, 3161"
003.148.01.0020,"DR. REINALDO SCHMITHAUSEN, 2275"
003.075.06.0315,"DR. REINALDO SCHMITHAUSEN, 1709"
003.134.04.0040,"DR. REINALDO SCHMITHAUSEN, 2135"
003.134.04.0030,"DR. REINALDO SCHMITHAUSEN, 2149"
003.059.03.0240,"DR. REINALDO SCHMITHAUSEN, 1555"
003.152.02.0950,"DR. REINALDO SCHMITHAUSEN, 2743"
003.033.01.0225,"DR. REINALDO SCHMITHAUSEN, 969"
003.140.01.0015,"DR. REINALDO SCHMITHAUSEN, 2199"
003.121.04.1010,"DR. REINALDO SCHMITHAUSEN, 1965"
003.152.02.0825,"DR. REINALDO SCHMITHAUSEN, 2455"
003.169.04.1100,"DR. REINALDO SCHMITHAUSEN, 1365"
003.008.04.0745,"DR. REINALDO SCHMITHAUSEN, 587"
003.115.03.0015,"DR. REINALDO SCHMITHAUSEN, 1809"
003.162.03.0200,"DR. REINALDO SCHMITHAUSEN, 3825"
003.011.05.0700,"DR. REINALDO SCHMITHAUSEN, 663"
003.134.04.0020,"DR. REINALDO SCHMITHAUSEN, 2165"
003.001.01.0550,"DR. REINALDO SCHMITHAUSEN, 80"
003.040.02.0630,"DR. REINALDO SCHMITHAUSEN, 1035"
003.105.02.0015,"DR. REINALDO SCHMITHAUSEN, 1727"
003.152.02.0923,"DR. REINALDO SCHMITHAUSEN, 2733"
003.152.02.1000,"DR. REINALDO SCHMITHAUSEN, 2927"
003.075.06.0350,"DR. REINALDO SCHMITHAUSEN, 1645"
003.075.06.0335,"DR. REINALDO SCHMITHAUSEN, 1697"
003.145.01.0220,"DR. REINALDO SCHMITHAUSEN, 2245"
003.008.04.0715,"DR. REINALDO SCHMITHAUSEN, 637"
003.145.01.0210,"DR. REINALDO SCHMITHAUSEN, 2257"
003.011.05.0575,"DR. REINALDO SCHMITHAUSEN, 699"
003.006.02.0815,"DR. REINALDO SCHMITHAUSEN, 545"
003.040.02.0610,"DR. REINALDO SCHMITHAUSEN, 1079"
003.040.02.0640,"DR. REINALDO SCHMITHAUSEN, 1050"
003.149.01.1070,"DR. REINALDO SCHMITHAUSEN, 2371"
003.145.01.0235,"DR. REINALDO SCHMITHAUSEN, 2233"
003.155.02.0600,"DR. REINALDO SCHMITHAUSEN, 3251"
003.149.01.0100,"DR. REINALDO SCHMITHAUSEN, 2353"
003.033.01.0210,"DR. REINALDO SCHMITHAUSEN, 993"
003.118.03.0140,"DR. REINALDO SCHMITHAUSEN, 1897"
003.002.02.0415,"DR. REINALDO SCHMITHAUSEN, 259"
003.020.01.0485,"DR. REINALDO SCHMITHAUSEN, 857"
003.040.02.0620,"DR. REINALDO SCHMITHAUSEN, 1055"
003.152.02.0980,"DR. REINALDO SCHMITHAUSEN, 2401"
003.002.02.0455,"DR. REINALDO SCHMITHAUSEN, 203"
003.008.04.0725,"DR. REINALDO SCHMITHAUSEN, 625"
003.155.02.0700,"DR. REINALDO SCHMITHAUSEN, 2977"
003.115.03.0430,"DR. REINALDO SCHMITHAUSEN, 1877"
003.148.01.0040,"DR. REINALDO SCHMITHAUSEN, 2305"
003.121.04.1025,"DR. REINALDO SCHMITHAUSEN, 1939"
003.148.01.0100,"DR. REINALDO SCHMITHAUSEN, 2333"
003.002.02.0395,"DR. REINALDO SCHMITHAUSEN, 281"
003.006.02.0845,"DR. REINALDO SCHMITHAUSEN, 527"
003.058.04.0260,"DR. REINALDO SCHMITHAUSEN, 1429"
003.129.02.1040,"DR. REINALDO SCHMITHAUSEN, 2115"
003.155.02.0500,"DR. REINALDO SCHMITHAUSEN, 3333"
003.008.04.0860,"DR. REINALDO SCHMITHAUSEN, 555"
003.120.01.0470,"EDUARDO PESSOA LINS, 93"
003.120.01.0460,"EDUARDO PESSOA LINS, 105"
003.213.03.0775,"ENEDINA D'AVILA FERREIRA, 712"
003.150.02.0500,"ENEDINA D'AVILA FERREIRA, 621"
003.212.02.0522,"ENEDINA D'AVILA FERREIRA, 1590"
003.149.02.0720,"ENEDINA D'AVILA FERREIRA, 510"
003.212.02.0736,"ENEDINA D'AVILA FERREIRA, 1788"
003.214.01.0135,"ENEDINA D'AVILA FERREIRA, 1130"
003.113.01.0944,"ENEDINA D'AVILA FERREIRA, 1697"
003.150.02.0885,"ENEDINA D'AVILA FERREIRA, 985"
003.149.02.0320,"ENEDINA D'AVILA FERREIRA, 180"
003.149.02.0420,"ENEDINA D'AVILA FERREIRA, 264"
003.113.01.0768,"ENEDINA D'AVILA FERREIRA, 1577"
003.113.01.0980,"ENEDINA D'AVILA FERREIRA, 1709"
003.213.03.1014,"ENEDINA D'AVILA FERREIRA, 972"
003.150.02.0780,"ENEDINA D'AVILA FERREIRA, 901"
003.149.02.0660,"ENEDINA D'AVILA FERREIRA, 456"
003.213.03.1052,"ENEDINA D'AVILA FERREIRA, 1008"
003.213.03.0822,"ENEDINA D'AVILA FERREIRA, 780"
003.214.01.0070,"ENEDINA D'AVILA FERREIRA, 1083"
003.150.02.0610,"ENEDINA D'AVILA FERREIRA, 707"
003.149.02.0300,"ENEDINA D'AVILA FERREIRA, 170"
003.151.02.0170,"ENEDINA D'AVILA FERREIRA, 1237"
003.113.01.0858,"ENEDINA D'AVILA FERREIRA, 1637"
003.213.05.0360,"ENEDINA D'AVILA FERREIRA, 698"
003.213.05.0316,"ENEDINA D'AVILA FERREIRA, 670"
003.212.02.0716,"ENEDINA D'AVILA FERREIRA, 1768"
003.212.02.0750,"ENEDINA D'AVILA FERREIRA, 1798"
003.214.01.0350,"ENEDINA D'AVILA FERREIRA, 1286"
003.150.02.0915,"ENEDINA D'AVILA FERREIRA, 1009"
003.213.03.0650,"ENEDINA D'AVILA FERREIRA, 610"
003.113.01.1080,"ENEDINA D'AVILA FERREIRA, 1791"
003.150.02.0545,"ENEDINA D'AVILA FERREIRA, 659"
003.150.02.0670,"ENEDINA D'AVILA FERREIRA, 805"
003.113.01.1020,"ENEDINA D'AVILA FERREIRA, 1755"
003.113.01.1030,"ENEDINA D'AVILA FERREIRA, 1761"
003.148.03.0250,"ENEDINA D'AVILA FERREIRA, 369"
003.113.01.1040,"ENEDINA D'AVILA FERREIRA, 1759"
003.212.02.0414,"ENEDINA D'AVILA FERREIRA, 1482"
003.113.01.0962,"ENEDINA D'AVILA FERREIRA, 1703"
003.213.05.0345,"ENEDINA D'AVILA FERREIRA, 690"
003.212.02.0605,"ENEDINA D'AVILA FERREIRA, 1668"
003.149.02.0480,"ENEDINA D'AVILA FERREIRA, 300"
003.149.02.0140,"ENEDINA D'AVILA FERREIRA, 48"
003.149.02.0180,"ENEDINA D'AVILA FERREIRA, 72"
003.149.02.0520,"ENEDINA D'AVILA FERREIRA, 324"
003.151.02.0050,"ENEDINA D'AVILA FERREIRA, 1093"
003.148.03.0380,"ENEDINA D'AVILA FERREIRA, 521"
003.113.01.0552,"ENEDINA D'AVILA FERREIRA, 1433"
003.149.02.0640,"ENEDINA D'AVILA FERREIRA, 442"
003.149.02.0680,"ENEDINA D'AVILA FERREIRA, 468"
003.150.02.0855,"ENEDINA D'AVILA FERREIRA, 961"
003.213.03.0800,"ENEDINA D'AVILA FERREIRA, 768"
003.214.01.0100,"ENEDINA D'AVILA FERREIRA, 1106"
003.214.01.0180,"ENEDINA D'AVILA FERREIRA, 1166"
003.149.02.0760,"ENEDINA D'AVILA FERREIRA, 552"
003.113.01.0534,"ENEDINA D'AVILA FERREIRA, 1421"
003.150.02.0705,"ENEDINA D'AVILA FERREIRA, 841"
003.149.02.0220,"ENEDINA D'AVILA FERREIRA, 96"
003.149.02.0200,"ENEDINA D'AVILA FERREIRA, 84"
003.113.01.1010,"ENEDINA D'AVILA FERREIRA, 1749"
003.151.02.0260,"ENEDINA D'AVILA FERREIRA, 1345"
003.113.01.0606,"ENEDINA D'AVILA FERREIRA, 1469"
003.150.02.0870,"ENEDINA D'AVILA FERREIRA, 973"
003.214.01.0450,"ENEDINA D'AVILA FERREIRA, 1358"
003.149.02.0120,"ENEDINA D'AVILA FERREIRA, 36"
003.212.02.0510,"ENEDINA D'AVILA FERREIRA, 1578"
003.214.01.0120,"ENEDINA D'AVILA FERREIRA, 1118"
003.212.02.0646,"ENEDINA D'AVILA FERREIRA, 1698"
003.212.02.0354,"ENEDINA D'AVILA FERREIRA, 1422"
003.212.02.0498,"ENEDINA D'AVILA FERREIRA, 1566"
003.150.02.0515,"ENEDINA D'AVILA FERREIRA, 635"
003.151.02.0120,"ENEDINA D'AVILA FERREIRA, 1177"
003.213.03.0858,"ENEDINA D'AVILA FERREIRA, 816"
003.150.02.0655,"ENEDINA D'AVILA FERREIRA, 793"
003.212.02.0706,"ENEDINA D'AVILA FERREIRA, 1758"
003.213.03.0846,"ENEDINA D'AVILA FERREIRA, 804"
003.214.01.0055,"ENEDINA D'AVILA FERREIRA, 1070"
003.113.01.0696,"ENEDINA D'AVILA FERREIRA, 1529"
003.150.02.0765,"ENEDINA D'AVILA FERREIRA, 889"
003.212.02.0656,"ENEDINA D'AVILA FERREIRA, 1708"
003.151.02.0070,"ENEDINA D'AVILA FERREIRA, 1117"
003.151.02.0140,"ENEDINA D'AVILA FERREIRA, 1201"
003.150.02.0625,"ENEDINA D'AVILA FERREIRA, 769"
003.149.02.0340,"ENEDINA D'AVILA FERREIRA, 206"
003.113.01.1060,"ENEDINA D'AVILA FERREIRA, 1775"
003.113.01.1050,"ENEDINA D'AVILA FERREIRA, 1771"
003.113.01.0880,"ENEDINA D'AVILA FERREIRA, 1729"
003.149.02.0240,"ENEDINA D'AVILA FERREIRA, 108"
003.113.01.0895,"ENEDINA D'AVILA FERREIRA, 1661"
003.213.03.0918,"ENEDINA D'AVILA FERREIRA, 876"
003.149.02.0740,"ENEDINA D'AVILA FERREIRA, 534"
003.150.02.0900,"ENEDINA D'AVILA FERREIRA, 997"
003.151.02.0130,"ENEDINA D'AVILA FERREIRA, 1189"
003.151.02.0100,"ENEDINA D'AVILA FERREIRA, 1153"
003.212.02.0342,"ENEDINA D'AVILA FERREIRA, 1410"
003.212.02.0378,"ENEDINA D'AVILA FERREIRA, 1446"
003.212.02.0686,"ENEDINA D'AVILA FERREIRA, 1738"
003.113.01.0732,"ENEDINA D'AVILA FERREIRA, 1553"
003.113.01.0750,"ENEDINA D'AVILA FERREIRA, 1565"
003.149.02.0600,"ENEDINA D'AVILA FERREIRA, 418"
003.213.03.1002,"ENEDINA D'AVILA FERREIRA, 960"
003.148.03.0220,"ENEDINA D'AVILA FERREIRA, 267"
003.151.02.0230,"ENEDINA D'AVILA FERREIRA, 1309"
003.151.02.0090,"ENEDINA D'AVILA FERREIRA, 1141"
003.113.01.1015,"ENEDINA D'AVILA FERREIRA, 1753"
003.212.02.0462,"ENEDINA D'AVILA FERREIRA, 1530"
003.151.02.0020,"ENEDINA D'AVILA FERREIRA, 1057"
003.214.01.0420,"ENEDINA D'AVILA FERREIRA, 1334"
003.149.02.0560,"ENEDINA D'AVILA FERREIRA, 406"
003.113.01.0642,"ENEDINA D'AVILA FERREIRA, 1493"
003.148.03.0400,"ENEDINA D'AVILA FERREIRA, 545"
003.214.01.0280,"ENEDINA D'AVILA FERREIRA, 1238"
003.149.02.0360,"ENEDINA D'AVILA FERREIRA, 220"
003.149.02.0380,"ENEDINA D'AVILA FERREIRA, 232"
003.113.01.1100,"ENEDINA D'AVILA FERREIRA, 1801"
003.113.01.0806,"ENEDINA D'AVILA FERREIRA, 1601"
003.149.02.0540,"ENEDINA D'AVILA FERREIRA, 350"
003.213.03.1040,"ENEDINA D'AVILA FERREIRA, 996"
003.150.02.0575,"ENEDINA D'AVILA FERREIRA, 683"
003.212.02.0582,"ENEDINA D'AVILA FERREIRA, 1650"
003.151.02.0080,"ENEDINA D'AVILA FERREIRA, 1129"
003.214.01.0200,"ENEDINA D'AVILA FERREIRA, 1178"
003.214.01.0250,"ENEDINA D'AVILA FERREIRA, 1214"
003.148.03.0300,"ENEDINA D'AVILA FERREIRA, 419"
003.149.02.0620,"ENEDINA D'AVILA FERREIRA, 430"
003.148.03.0230,"ENEDINA D'AVILA FERREIRA, 277"
003.213.03.0966,"ENEDINA D'AVILA FERREIRA, 924"
003.212.02.0634,"ENEDINA D'AVILA FERREIRA, 1686"
003.150.02.0750,"ENEDINA D'AVILA FERREIRA, 877"
003.212.02.0726,"ENEDINA D'AVILA FERREIRA, 1778"
003.150.02.0690,"ENEDINA D'AVILA FERREIRA, 829"
003.212.02.0486,"ENEDINA D'AVILA FERREIRA, 1554"
003.151.02.0150,"ENEDINA D'AVILA FERREIRA, 1213"
003.212.02.0558,"ENEDINA D'AVILA FERREIRA, 1626"
003.149.02.0700,"ENEDINA D'AVILA FERREIRA, 480"
003.148.03.0350,"ENEDINA D'AVILA FERREIRA, 469"
003.150.02.0530,"ENEDINA D'AVILA FERREIRA, 647"
003.151.02.0160,"ENEDINA D'AVILA FERREIRA, 1225"
003.212.02.0366,"ENEDINA D'AVILA FERREIRA, 1434"
003.212.02.0474,"ENEDINA D'AVILA FERREIRA, 1542"
003.212.02.0595,"ENEDINA D'AVILA FERREIRA, 1662"
003.212.02.0696,"ENEDINA D'AVILA FERREIRA, 1748"
003.151.02.0250,"ENEDINA D'AVILA FERREIRA, 1333"
003.151.04.0270,"ENEDINA D'AVILA FERREIRA, 1357"
003.150.02.0640,"ENEDINA D'AVILA FERREIRA, 781"
003.151.02.0240,"ENEDINA D'AVILA FERREIRA, 1321"
003.214.01.0215,"ENEDINA D'AVILA FERREIRA, 1190"
003.214.01.0315,"ENEDINA D'AVILA FERREIRA, 1262"
003.150.02.0795,"ENEDINA D'AVILA FERREIRA, 913"
003.212.02.0438,"ENEDINA D'AVILA FERREIRA, 1506"
003.150.02.0930,"ENEDINA D'AVILA FERREIRA, 1021"
003.151.02.0040,"ENEDINA D'AVILA FERREIRA, 1081"
003.151.02.0060,"ENEDINA D'AVILA FERREIRA, 1105"
003.151.02.0180,"ENEDINA D'AVILA FERREIRA, 1249"
